location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
T Nagar Commercial Hub,2026-08-04,18,1,120,79,41,38,67.61,65.83,MEDIUM
T Nagar Commercial Hub,2026-08-04,19,1,120,75,45,16,69.81,62.5,MEDIUM
T Nagar Commercial Hub,2026-08-04,20,1,120,42,78,17,35.54,35.0,LOW
T Nagar Commercial Hub,2026-08-04,21,1,120,58,62,22,40.41,48.33,LOW
T Nagar Commercial Hub,2026-08-04,22,1,120,65,55,19,56.46,54.17,MEDIUM
T Nagar Commercial Hub,2026-08-04,23,1,120,18,102,7,16.24,15.0,LOW
Velachery Metro Station,2026-08-04,0,1,200,16,184,5,6.72,8.0,LOW
Velachery Metro Station,2026-08-04,1,1,200,12,188,4,10.73,6.0,LOW
Velachery Metro Station,2026-08-04,2,1,200,33,167,9,21.45,16.5,LOW
Velachery Metro Station,2026-08-04,3,1,200,11,189,2,9.35,5.5,LOW
Velachery Metro Station,2026-08-04,4,1,200,31,169,14,19.54,15.5,LOW
Velachery Metro Station,2026-08-04,5,1,200,28,172,6,17.94,14.0,LOW
Velachery Metro Station,2026-08-04,6,1,200,35,165,9,27.07,17.5,LOW
Velachery Metro Station,2026-08-04,7,1,200,164,36,60,80.74,82.0,HIGH
Velachery Metro Station,2026-08-04,8,1,200,188,12,57,82.85,94.0,HIGH
Velachery Metro Station,2026-08-04,9,1,200,185,15,80,89.02,92.5,HIGH
Velachery Metro Station,2026-08-04,10,1,200,174,26,75,86.17,87.0,HIGH
Velachery Metro Station,2026-08-04,11,1,200,156,44,56,75.85,78.0,MEDIUM
Velachery Metro Station,2026-08-04,12,1,200,170,30,59,85.9,85.0,HIGH
Velachery Metro Station,2026-08-04,13,1,200,144,56,58,87.93,72.0,MEDIUM
Velachery Metro Station,2026-08-04,14,1,200,176,24,85,84.0,88.0,HIGH
Velachery Metro Station,2026-08-04,15,1,200,148,52,49,80.14,74.0,MEDIUM
Velachery Metro Station,2026-08-04,16,1,200,164,36,67,76.31,82.0,HIGH
Velachery Metro Station,2026-08-04,17,1,200,200,0,77,98.0,100.0,HIGH
Velachery Metro Station,2026-08-04,18,1,200,182,18,82,94.78,91.0,HIGH
Velachery Metro Station,2026-08-04,19,1,200,185,15,88,97.87,92.5,HIGH
Velachery Metro Station,2026-08-04,20,1,200,180,20,44,92.38,90.0,HIGH
Velachery Metro Station,2026-08-04,21,1,200,108,92,24,55.3,54.0,MEDIUM
Velachery Metro Station,2026-08-04,22,1,200,100,100,47,64.08,50.0,MEDIUM
Velachery Metro Station,2026-08-04,23,1,200,94,106,37,41.11,47.0,LOW
OMR IT Park,2026-08-04,0,1,300,36,264,16,5.86,12.0,LOW
OMR IT Park,2026-08-04,1,1,300,10,290,4,5.0,3.33,LOW
OMR IT Park,2026-08-04,2,1,300,23,277,9,12.3,7.67,LOW
OMR IT Park,2026-08-04,3,1,300,9,291,4,5.0,3.0,LOW
OMR IT Park,2026-08-04,4,1,300,35,265,8,13.21,11.67,LOW
OMR IT Park,2026-08-04,5,1,300,44,256,16,5.0,14.67,LOW
OMR IT Park,2026-08-04,6,1,300,15,285,5,5.0,5.0,LOW
OMR IT Park,2026-08-04,7,1,300,13,287,6,6.76,4.33,LOW
OMR IT Park,2026-08-04,8,1,300,250,50,105,78.67,83.33,HIGH
OMR IT Park,2026-08-04,9,1,300,238,62,74,84.86,79.33,MEDIUM
OMR IT Park,2026-08-04,10,1,300,232,68,77,63.88,77.33,MEDIUM
OMR IT Park,2026-08-04,11,1,300,254,46,62,90.77,84.67,HIGH
OMR IT Park,2026-08-04,12,1,300,259,41,116,79.92,86.33,HIGH
OMR IT Park,2026-08-04,13,1,300,267,33,110,98.0,89.0,HIGH
OMR IT Park,2026-08-04,14,1,300,273,27,97,86.72,91.0,HIGH
OMR IT Park,2026-08-04,15,1,300,300,0,68,98.0,100.0,HIGH
OMR IT Park,2026-08-04,16,1,300,265,35,59,93.47,88.33,HIGH
OMR IT Park,2026-08-04,17,1,300,151,149,48,52.99,50.33,MEDIUM
OMR IT Park,2026-08-04,18,1,300,169,131,79,56.97,56.33,MEDIUM
OMR IT Park,2026-08-04,19,1,300,214,86,68,75.33,71.33,MEDIUM
OMR IT Park,2026-08-04,20,1,300,97,203,26,28.65,32.33,LOW
OMR IT Park,2026-08-04,21,1,300,89,211,29,40.49,29.67,LOW
OMR IT Park,2026-08-04,22,1,300,91,209,19,25.24,30.33,LOW
OMR IT Park,2026-08-04,23,1,300,11,289,4,6.4,3.67,LOW
Anna Nagar Center,2026-08-04,0,1,100,23,77,10,5.0,23.0,LOW
Anna Nagar Center,2026-08-04,1,1,100,7,93,3,5.0,7.0,LOW
Anna Nagar Center,2026-08-04,2,1,100,25,75,11,22.85,25.0,LOW
Anna Nagar Center,2026-08-04,3,1,100,9,91,2,6.18,9.0,LOW
Anna Nagar Center,2026-08-04,4,1,100,23,77,6,25.03,23.0,LOW
Anna Nagar Center,2026-08-04,5,1,100,18,82,9,7.97,18.0,LOW
Anna Nagar Center,2026-08-04,6,1,100,15,85,7,5.8,15.0,LOW
Anna Nagar Center,2026-08-04,7,1,100,9,91,3,8.53,9.0,LOW
Anna Nagar Center,2026-08-04,8,1,100,44,56,14,51.13,44.0,LOW
Anna Nagar Center,2026-08-04,9,1,100,60,40,18,63.36,60.0,MEDIUM
Anna Nagar Center,2026-08-04,10,1,100,62,38,27,54.46,62.0,MEDIUM
Anna Nagar Center,2026-08-04,11,1,100,52,48,15,51.49,52.0,MEDIUM
Anna Nagar Center,2026-08-04,12,1,100,67,33,14,60.41,67.0,MEDIUM
Anna Nagar Center,2026-08-04,13,1,100,62,38,30,66.77,62.0,MEDIUM
Anna Nagar Center,2026-08-04,14,1,100,63,37,28,70.63,63.0,MEDIUM
Anna Nagar Center,2026-08-04,15,1,100,66,34,28,58.44,66.0,MEDIUM
Anna Nagar Center,2026-08-04,16,1,100,68,32,29,61.65,68.0,MEDIUM
Anna Nagar Center,2026-08-04,17,1,100,54,46,18,54.35,54.0,MEDIUM
Anna Nagar Center,2026-08-04,18,1,100,86,14,39,82.7,86.0,HIGH
Anna Nagar Center,2026-08-04,19,1,100,84,16,17,82.19,84.0,HIGH
Anna Nagar Center,2026-08-04,20,1,100,86,14,24,81.13,86.0,HIGH
Anna Nagar Center,2026-08-04,21,1,100,65,35,21,64.59,65.0,MEDIUM
Anna Nagar Center,2026-08-04,22,1,100,28,72,9,29.5,28.0,LOW
Anna Nagar Center,2026-08-04,23,1,100,20,80,6,14.39,20.0,LOW
Guindy Corporate Park,2026-08-04,0,1,180,8,172,4,8.53,4.44,LOW
Guindy Corporate Park,2026-08-04,1,1,180,6,174,1,5.66,3.33,LOW
Guindy Corporate Park,2026-08-04,2,1,180,8,172,3,16.11,4.44,LOW
Guindy Corporate Park,2026-08-04,3,1,180,10,170,2,5.0,5.56,LOW
Guindy Corporate Park,2026-08-04,4,1,180,14,166,6,5.0,7.78,LOW
Guindy Corporate Park,2026-08-04,5,1,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-08-04,6,1,180,17,163,5,10.54,9.44,LOW
Guindy Corporate Park,2026-08-04,7,1,180,15,165,6,5.37,8.33,LOW
Guindy Corporate Park,2026-08-04,8,1,180,135,45,31,78.8,75.0,MEDIUM
Guindy Corporate Park,2026-08-04,9,1,180,135,45,55,85.69,75.0,MEDIUM
Guindy Corporate Park,2026-08-04,10,1,180,169,11,60,98.0,93.89,HIGH
Guindy Corporate Park,2026-08-04,11,1,180,142,38,68,82.61,78.89,MEDIUM
Guindy Corporate Park,2026-08-04,12,1,180,175,5,72,94.57,97.22,HIGH
Guindy Corporate Park,2026-08-04,13,1,180,180,0,64,96.1,100.0,HIGH
Guindy Corporate Park,2026-08-04,14,1,180,141,39,59,76.87,78.33,MEDIUM
Guindy Corporate Park,2026-08-04,15,1,180,168,12,59,95.94,93.33,HIGH
Guindy Corporate Park,2026-08-04,16,1,180,161,19,68,94.7,89.44,HIGH
Guindy Corporate Park,2026-08-04,17,1,180,129,51,62,73.1,71.67,MEDIUM
Guindy Corporate Park,2026-08-04,18,1,180,136,44,32,77.36,75.56,MEDIUM
Guindy Corporate Park,2026-08-04,19,1,180,130,50,42,62.81,72.22,MEDIUM
Guindy Corporate Park,2026-08-04,20,1,180,44,136,19,19.72,24.44,LOW
Guindy Corporate Park,2026-08-04,21,1,180,52,128,19,14.6,28.89,LOW
Guindy Corporate Park,2026-08-04,22,1,180,57,123,15,32.08,31.67,LOW
Guindy Corporate Park,2026-08-04,23,1,180,11,169,3,16.29,6.11,LOW
Chennai Mall,2026-08-05,0,2,150,26,124,11,17.7,17.33,LOW
Chennai Mall,2026-08-05,1,2,150,32,118,12,17.99,21.33,LOW
Chennai Mall,2026-08-05,2,2,150,32,118,12,26.11,21.33,LOW
Chennai Mall,2026-08-05,3,2,150,29,121,14,18.08,19.33,LOW
Chennai Mall,2026-08-05,4,2,150,16,134,8,15.71,10.67,LOW
Chennai Mall,2026-08-05,5,2,150,24,126,7,15.38,16.0,LOW
Chennai Mall,2026-08-05,6,2,150,24,126,5,11.48,16.0,LOW
Chennai Mall,2026-08-05,7,2,150,29,121,14,27.07,19.33,LOW
Chennai Mall,2026-08-05,8,2,150,31,119,13,25.44,20.67,LOW
Chennai Mall,2026-08-05,9,2,150,17,133,5,15.48,11.33,LOW
Chennai Mall,2026-08-05,10,2,150,7,143,3,5.0,4.67,LOW
Chennai Mall,2026-08-05,11,2,150,32,118,15,20.51,21.33,LOW
Chennai Mall,2026-08-05,12,2,150,66,84,16,53.71,44.0,LOW
Chennai Mall,2026-08-05,13,2,150,64,86,25,52.67,42.67,LOW
Chennai Mall,2026-08-05,14,2,150,71,79,23,30.56,47.33,LOW
Chennai Mall,2026-08-05,15,2,150,76,74,37,43.06,50.67,MEDIUM
Chennai Mall,2026-08-05,16,2,150,29,121,6,17.04,19.33,LOW
Chennai Mall,2026-08-05,17,2,150,99,51,26,64.94,66.0,MEDIUM
Chennai Mall,2026-08-05,18,2,150,102,48,29,68.4,68.0,MEDIUM
Chennai Mall,2026-08-05,19,2,150,118,32,26,78.24,78.67,MEDIUM
Chennai Mall,2026-08-05,20,2,150,124,26,47,79.42,82.67,HIGH
Chennai Mall,2026-08-05,21,2,150,134,16,65,79.47,89.33,HIGH
Chennai Mall,2026-08-05,22,2,150,52,98,22,32.01,34.67,LOW
Chennai Mall,2026-08-05,23,2,150,54,96,12,34.2,36.0,LOW
T Nagar Commercial Hub,2026-08-05,0,2,120,21,99,8,23.44,17.5,LOW
T Nagar Commercial Hub,2026-08-05,1,2,120,17,103,4,14.36,14.17,LOW
T Nagar Commercial Hub,2026-08-05,2,2,120,20,100,7,17.47,16.67,LOW
T Nagar Commercial Hub,2026-08-05,3,2,120,7,113,3,5.0,5.83,LOW
T Nagar Commercial Hub,2026-08-05,4,2,120,21,99,7,19.71,17.5,LOW
T Nagar Commercial Hub,2026-08-05,5,2,120,16,104,5,5.58,13.33,LOW
T Nagar Commercial Hub,2026-08-05,6,2,120,11,109,4,9.47,9.17,LOW
T Nagar Commercial Hub,2026-08-05,7,2,120,19,101,7,13.77,15.83,LOW
T Nagar Commercial Hub,2026-08-05,8,2,120,4,116,1,6.95,3.33,LOW
T Nagar Commercial Hub,2026-08-05,9,2,120,21,99,8,14.08,17.5,LOW
T Nagar Commercial Hub,2026-08-05,10,2,120,81,39,25,69.77,67.5,MEDIUM
T Nagar Commercial Hub,2026-08-05,11,2,120,87,33,33,78.43,72.5,MEDIUM
T Nagar Commercial Hub,2026-08-05,12,2,120,77,43,32,72.3,64.17,MEDIUM
T Nagar Commercial Hub,2026-08-05,13,2,120,92,28,20,73.89,76.67,MEDIUM
T Nagar Commercial Hub,2026-08-05,14,2,120,83,37,37,73.93,69.17,MEDIUM
T Nagar Commercial Hub,2026-08-05,15,2,120,90,30,43,83.79,75.0,MEDIUM
T Nagar Commercial Hub,2026-08-05,16,2,120,85,35,19,68.89,70.83,MEDIUM
T Nagar Commercial Hub,2026-08-05,17,2,120,75,45,26,70.51,62.5,MEDIUM
T Nagar Commercial Hub,2026-08-05,18,2,120,73,47,15,57.44,60.83,MEDIUM
T Nagar Commercial Hub,2026-08-05,19,2,120,93,27,33,70.06,77.5,MEDIUM
T Nagar Commercial Hub,2026-08-05,20,2,120,64,56,24,47.73,53.33,MEDIUM
T Nagar Commercial Hub,2026-08-05,21,2,120,54,66,17,35.5,45.0,LOW
T Nagar Commercial Hub,2026-08-05,22,2,120,65,55,23,59.44,54.17,MEDIUM
T Nagar Commercial Hub,2026-08-05,23,2,120,23,97,10,18.01,19.17,LOW
Velachery Metro Station,2026-08-05,0,2,200,14,186,4,5.0,7.0,LOW
Velachery Metro Station,2026-08-05,1,2,200,30,170,10,20.68,15.0,LOW
Velachery Metro Station,2026-08-05,2,2,200,32,168,13,11.17,16.0,LOW
Velachery Metro Station,2026-08-05,3,2,200,31,169,11,9.45,15.5,LOW
Velachery Metro Station,2026-08-05,4,2,200,12,188,5,6.55,6.0,LOW
Velachery Metro Station,2026-08-05,5,2,200,36,164,10,13.95,18.0,LOW
Velachery Metro Station,2026-08-05,6,2,200,10,190,4,5.0,5.0,LOW
Velachery Metro Station,2026-08-05,7,2,200,166,34,52,90.14,83.0,HIGH
Velachery Metro Station,2026-08-05,8,2,200,159,41,52,86.13,79.5,MEDIUM
Velachery Metro Station,2026-08-05,9,2,200,195,5,81,96.77,97.5,HIGH
Velachery Metro Station,2026-08-05,10,2,200,200,0,81,93.67,100.0,HIGH
Velachery Metro Station,2026-08-05,11,2,200,154,46,39,79.11,77.0,MEDIUM
Velachery Metro Station,2026-08-05,12,2,200,160,40,48,92.98,80.0,HIGH
Velachery Metro Station,2026-08-05,13,2,200,146,54,44,74.42,73.0,MEDIUM
Velachery Metro Station,2026-08-05,14,2,200,137,63,60,68.51,68.5,MEDIUM
Velachery Metro Station,2026-08-05,15,2,200,172,28,44,82.93,86.0,HIGH
Velachery Metro Station,2026-08-05,16,2,200,154,46,48,79.0,77.0,MEDIUM
Velachery Metro Station,2026-08-05,17,2,200,184,16,70,81.67,92.0,HIGH
Velachery Metro Station,2026-08-05,18,2,200,173,27,81,90.7,86.5,HIGH
Velachery Metro Station,2026-08-05,19,2,200,200,0,72,94.34,100.0,HIGH
Velachery Metro Station,2026-08-05,20,2,200,184,16,41,92.19,92.0,HIGH
Velachery Metro Station,2026-08-05,21,2,200,83,117,21,30.55,41.5,LOW
Velachery Metro Station,2026-08-05,22,2,200,67,133,21,28.1,33.5,LOW
Velachery Metro Station,2026-08-05,23,2,200,91,109,31,39.37,45.5,LOW
OMR IT Park,2026-08-05,0,2,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-08-05,1,2,300,14,286,4,5.0,4.67,LOW
OMR IT Park,2026-08-05,2,2,300,25,275,12,7.37,8.33,LOW
OMR IT Park,2026-08-05,3,2,300,18,282,7,14.08,6.0,LOW
OMR IT Park,2026-08-05,4,2,300,21,279,8,5.0,7.0,LOW
OMR IT Park,2026-08-05,5,2,300,6,294,3,5.0,2.0,LOW
OMR IT Park,2026-08-05,6,2,300,36,264,8,12.06,12.0,LOW
OMR IT Park,2026-08-05,7,2,300,22,278,6,5.0,7.33,LOW
OMR IT Park,2026-08-05,8,2,300,244,56,59,85.93,81.33,HIGH
OMR IT Park,2026-08-05,9,2,300,206,94,55,76.67,68.67,MEDIUM
OMR IT Park,2026-08-05,10,2,300,266,34,113,83.93,88.67,HIGH
OMR IT Park,2026-08-05,11,2,300,260,40,66,91.27,86.67,HIGH
OMR IT Park,2026-08-05,12,2,300,262,38,73,81.44,87.33,HIGH
OMR IT Park,2026-08-05,13,2,300,281,19,105,98.0,93.67,HIGH
OMR IT Park,2026-08-05,14,2,300,241,59,78,84.24,80.33,HIGH
OMR IT Park,2026-08-05,15,2,300,252,48,118,82.12,84.0,HIGH
OMR IT Park,2026-08-05,16,2,300,272,28,87,92.62,90.67,HIGH
OMR IT Park,2026-08-05,17,2,300,212,88,79,80.62,70.67,MEDIUM
OMR IT Park,2026-08-05,18,2,300,200,100,98,70.36,66.67,MEDIUM
OMR IT Park,2026-08-05,19,2,300,217,83,44,73.29,72.33,MEDIUM
OMR IT Park,2026-08-05,20,2,300,51,249,11,14.15,17.0,LOW
OMR IT Park,2026-08-05,21,2,300,83,217,19,20.59,27.67,LOW
OMR IT Park,2026-08-05,22,2,300,90,210,43,38.13,30.0,LOW
OMR IT Park,2026-08-05,23,2,300,12,288,4,10.16,4.0,LOW
Anna Nagar Center,2026-08-05,0,2,100,7,93,3,5.71,7.0,LOW
Anna Nagar Center,2026-08-05,1,2,100,7,93,2,9.69,7.0,LOW
Anna Nagar Center,2026-08-05,2,2,100,17,83,8,19.91,17.0,LOW
Anna Nagar Center,2026-08-05,3,2,100,9,91,3,8.52,9.0,LOW
Anna Nagar Center,2026-08-05,4,2,100,18,82,8,22.57,18.0,LOW
Anna Nagar Center,2026-08-05,5,2,100,12,88,3,5.82,12.0,LOW
Anna Nagar Center,2026-08-05,6,2,100,7,93,2,5.35,7.0,LOW
Anna Nagar Center,2026-08-05,7,2,100,12,88,4,8.11,12.0,LOW
Anna Nagar Center,2026-08-05,8,2,100,48,52,17,49.29,48.0,LOW
Anna Nagar Center,2026-08-05,9,2,100,49,51,11,47.58,49.0,LOW
Anna Nagar Center,2026-08-05,10,2,100,49,51,19,39.62,49.0,LOW
Anna Nagar Center,2026-08-05,11,2,100,44,56,10,51.02,44.0,LOW
Anna Nagar Center,2026-08-05,12,2,100,77,23,25,70.1,77.0,MEDIUM
Anna Nagar Center,2026-08-05,13,2,100,89,11,42,87.83,89.0,HIGH
Anna Nagar Center,2026-08-05,14,2,100,78,22,37,76.19,78.0,MEDIUM
Anna Nagar Center,2026-08-05,15,2,100,74,26,15,81.12,74.0,MEDIUM
Anna Nagar Center,2026-08-05,16,2,100,55,45,21,60.34,55.0,MEDIUM
Anna Nagar Center,2026-08-05,17,2,100,62,38,27,60.82,62.0,MEDIUM
Anna Nagar Center,2026-08-05,18,2,100,67,33,19,63.37,67.0,MEDIUM
Anna Nagar Center,2026-08-05,19,2,100,71,29,15,85.25,71.0,MEDIUM
Anna Nagar Center,2026-08-05,20,2,100,91,9,20,86.24,91.0,HIGH
Anna Nagar Center,2026-08-05,21,2,100,85,15,34,78.88,85.0,HIGH
Anna Nagar Center,2026-08-05,22,2,100,21,79,10,21.58,21.0,LOW
Anna Nagar Center,2026-08-05,23,2,100,11,89,3,5.0,11.0,LOW
Guindy Corporate Park,2026-08-05,0,2,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-08-05,1,2,180,10,170,5,7.35,5.56,LOW
Guindy Corporate Park,2026-08-05,2,2,180,11,169,3,9.47,6.11,LOW
Guindy Corporate Park,2026-08-05,3,2,180,6,174,2,7.85,3.33,LOW
Guindy Corporate Park,2026-08-05,4,2,180,15,165,5,16.82,8.33,LOW
Guindy Corporate Park,2026-08-05,5,2,180,12,168,5,5.0,6.67,LOW
Guindy Corporate Park,2026-08-05,6,2,180,11,169,3,5.0,6.11,LOW
Guindy Corporate Park,2026-08-05,7,2,180,7,173,3,7.94,3.89,LOW
Guindy Corporate Park,2026-08-05,8,2,180,153,27,69,80.33,85.0,HIGH
Guindy Corporate Park,2026-08-05,9,2,180,160,20,41,94.99,88.89,HIGH
Guindy Corporate Park,2026-08-05,10,2,180,167,13,60,88.51,92.78,HIGH
Guindy Corporate Park,2026-08-05,11,2,180,161,19,74,87.15,89.44,HIGH
Guindy Corporate Park,2026-08-05,12,2,180,167,13,83,94.5,92.78,HIGH
Guindy Corporate Park,2026-08-05,13,2,180,139,41,49,83.19,77.22,MEDIUM
Guindy Corporate Park,2026-08-05,14,2,180,150,30,60,84.75,83.33,HIGH
Guindy Corporate Park,2026-08-05,15,2,180,158,22,68,83.34,87.78,HIGH
Guindy Corporate Park,2026-08-05,16,2,180,154,26,46,82.92,85.56,HIGH
Guindy Corporate Park,2026-08-05,17,2,180,108,72,22,52.83,60.0,MEDIUM
Guindy Corporate Park,2026-08-05,18,2,180,127,53,60,72.96,70.56,MEDIUM
Guindy Corporate Park,2026-08-05,19,2,180,116,64,54,63.82,64.44,MEDIUM
Guindy Corporate Park,2026-08-05,20,2,180,37,143,16,18.92,20.56,LOW
Guindy Corporate Park,2026-08-05,21,2,180,58,122,16,39.4,32.22,LOW
Guindy Corporate Park,2026-08-05,22,2,180,35,145,17,18.48,19.44,LOW
Guindy Corporate Park,2026-08-05,23,2,180,6,174,3,6.99,3.33,LOW
Chennai Mall,2026-08-06,0,3,150,19,131,6,17.16,12.67,LOW
Chennai Mall,2026-08-06,1,3,150,3,147,1,13.32,2.0,LOW
Chennai Mall,2026-08-06,2,3,150,28,122,11,18.17,18.67,LOW
Chennai Mall,2026-08-06,3,3,150,16,134,5,5.0,10.67,LOW
Chennai Mall,2026-08-06,4,3,150,19,131,8,13.11,12.67,LOW
Chennai Mall,2026-08-06,5,3,150,34,116,15,11.53,22.67,LOW
Chennai Mall,2026-08-06,6,3,150,27,123,7,21.19,18.0,LOW
Chennai Mall,2026-08-06,7,3,150,37,113,9,21.93,24.67,LOW
Chennai Mall,2026-08-06,8,3,150,8,142,3,5.0,5.33,LOW
Chennai Mall,2026-08-06,9,3,150,34,116,9,17.92,22.67,LOW
Chennai Mall,2026-08-06,10,3,150,18,132,8,15.13,12.0,LOW
Chennai Mall,2026-08-06,11,3,150,33,117,12,20.89,22.0,LOW
Chennai Mall,2026-08-06,12,3,150,80,70,17,50.48,53.33,MEDIUM
Chennai Mall,2026-08-06,13,3,150,71,79,28,42.38,47.33,LOW
Chennai Mall,2026-08-06,14,3,150,90,60,33,67.37,60.0,MEDIUM
Chennai Mall,2026-08-06,15,3,150,86,64,35,60.07,57.33,MEDIUM
Chennai Mall,2026-08-06,16,3,150,7,143,1,8.81,4.67,LOW
Chennai Mall,2026-08-06,17,3,150,113,37,40,77.35,75.33,MEDIUM
Chennai Mall,2026-08-06,18,3,150,116,34,31,76.39,77.33,MEDIUM
Chennai Mall,2026-08-06,19,3,150,124,26,58,73.51,82.67,HIGH
Chennai Mall,2026-08-06,20,3,150,123,27,26,85.8,82.0,HIGH
Chennai Mall,2026-08-06,21,3,150,122,28,37,78.03,81.33,HIGH
Chennai Mall,2026-08-06,22,3,150,49,101,14,28.84,32.67,LOW
Chennai Mall,2026-08-06,23,3,150,64,86,23,39.55,42.67,LOW
T Nagar Commercial Hub,2026-08-06,0,3,120,10,110,2,22.91,8.33,LOW
T Nagar Commercial Hub,2026-08-06,1,3,120,18,102,4,14.58,15.0,LOW
T Nagar Commercial Hub,2026-08-06,2,3,120,2,118,1,9.48,1.67,LOW
T Nagar Commercial Hub,2026-08-06,3,3,120,27,93,8,5.0,22.5,LOW
T Nagar Commercial Hub,2026-08-06,4,3,120,19,101,4,11.01,15.83,LOW
T Nagar Commercial Hub,2026-08-06,5,3,120,25,95,8,13.3,20.83,LOW
T Nagar Commercial Hub,2026-08-06,6,3,120,16,104,5,12.3,13.33,LOW
T Nagar Commercial Hub,2026-08-06,7,3,120,13,107,6,17.46,10.83,LOW
T Nagar Commercial Hub,2026-08-06,8,3,120,12,108,4,18.46,10.0,LOW
T Nagar Commercial Hub,2026-08-06,9,3,120,5,115,1,10.77,4.17,LOW
T Nagar Commercial Hub,2026-08-06,10,3,120,92,28,38,66.88,76.67,MEDIUM
T Nagar Commercial Hub,2026-08-06,11,3,120,74,46,30,63.8,61.67,MEDIUM
T Nagar Commercial Hub,2026-08-06,12,3,120,99,21,30,85.55,82.5,HIGH
T Nagar Commercial Hub,2026-08-06,13,3,120,93,27,30,81.35,77.5,MEDIUM
T Nagar Commercial Hub,2026-08-06,14,3,120,99,21,45,87.12,82.5,HIGH
T Nagar Commercial Hub,2026-08-06,15,3,120,90,30,31,72.39,75.0,MEDIUM
T Nagar Commercial Hub,2026-08-06,16,3,120,76,44,32,57.73,63.33,MEDIUM
T Nagar Commercial Hub,2026-08-06,17,3,120,78,42,27,66.28,65.0,MEDIUM
T Nagar Commercial Hub,2026-08-06,18,3,120,98,22,34,81.41,81.67,HIGH
T Nagar Commercial Hub,2026-08-06,19,3,120,91,29,36,81.49,75.83,MEDIUM
T Nagar Commercial Hub,2026-08-06,20,3,120,66,54,24,54.69,55.0,MEDIUM
T Nagar Commercial Hub,2026-08-06,21,3,120,54,66,13,42.52,45.0,LOW
T Nagar Commercial Hub,2026-08-06,22,3,120,55,65,23,36.5,45.83,LOW
T Nagar Commercial Hub,2026-08-06,23,3,120,25,95,11,17.51,20.83,LOW
Velachery Metro Station,2026-08-06,0,3,200,19,181,10,5.0,9.5,LOW
Velachery Metro Station,2026-08-06,1,3,200,24,176,6,8.88,12.0,LOW
Velachery Metro Station,2026-08-06,2,3,200,43,157,10,12.34,21.5,LOW
Velachery Metro Station,2026-08-06,3,3,200,34,166,10,11.06,17.0,LOW
Velachery Metro Station,2026-08-06,4,3,200,33,167,11,15.96,16.5,LOW
Velachery Metro Station,2026-08-06,5,3,200,31,169,10,12.87,15.5,LOW
Velachery Metro Station,2026-08-06,6,3,200,21,179,9,11.14,10.5,LOW
Velachery Metro Station,2026-08-06,7,3,200,166,34,72,89.28,83.0,HIGH
Velachery Metro Station,2026-08-06,8,3,200,194,6,46,94.87,97.0,HIGH
Velachery Metro Station,2026-08-06,9,3,200,179,21,43,95.8,89.5,HIGH
Velachery Metro Station,2026-08-06,10,3,200,173,27,68,87.73,86.5,HIGH
Velachery Metro Station,2026-08-06,11,3,200,143,57,55,72.58,71.5,MEDIUM
Velachery Metro Station,2026-08-06,12,3,200,171,29,36,80.03,85.5,HIGH
Velachery Metro Station,2026-08-06,13,3,200,139,61,46,74.24,69.5,MEDIUM
Velachery Metro Station,2026-08-06,14,3,200,144,56,62,73.76,72.0,MEDIUM
Velachery Metro Station,2026-08-06,15,3,200,146,54,47,76.26,73.0,MEDIUM
Velachery Metro Station,2026-08-06,16,3,200,168,32,40,81.66,84.0,HIGH
Velachery Metro Station,2026-08-06,17,3,200,184,16,38,95.46,92.0,HIGH
Velachery Metro Station,2026-08-06,18,3,200,187,13,59,98.0,93.5,HIGH
Velachery Metro Station,2026-08-06,19,3,200,196,4,86,89.3,98.0,HIGH
Velachery Metro Station,2026-08-06,20,3,200,179,21,49,87.4,89.5,HIGH
Velachery Metro Station,2026-08-06,21,3,200,77,123,24,37.6,38.5,LOW
Velachery Metro Station,2026-08-06,22,3,200,66,134,17,37.85,33.0,LOW
Velachery Metro Station,2026-08-06,23,3,200,98,102,46,47.91,49.0,LOW
OMR IT Park,2026-08-06,0,3,300,12,288,4,5.0,4.0,LOW
OMR IT Park,2026-08-06,1,3,300,6,294,1,6.8,2.0,LOW
OMR IT Park,2026-08-06,2,3,300,13,287,3,5.0,4.33,LOW
OMR IT Park,2026-08-06,3,3,300,25,275,8,5.0,8.33,LOW
OMR IT Park,2026-08-06,4,3,300,28,272,8,5.0,9.33,LOW
OMR IT Park,2026-08-06,5,3,300,37,263,14,5.0,12.33,LOW
OMR IT Park,2026-08-06,6,3,300,15,285,7,9.95,5.0,LOW
OMR IT Park,2026-08-06,7,3,300,23,277,9,21.24,7.67,LOW
OMR IT Park,2026-08-06,8,3,300,300,0,91,96.2,100.0,HIGH
OMR IT Park,2026-08-06,9,3,300,230,70,66,76.99,76.67,MEDIUM
OMR IT Park,2026-08-06,10,3,300,205,95,88,63.52,68.33,MEDIUM
OMR IT Park,2026-08-06,11,3,300,253,47,115,87.97,84.33,HIGH
OMR IT Park,2026-08-06,12,3,300,245,55,63,83.5,81.67,HIGH
OMR IT Park,2026-08-06,13,3,300,265,35,63,76.61,88.33,HIGH
